timestep,portfolio_value,portfolio_value_usd,cash,cash_usd,capacity_value,capacity_value_usd,wind_capacity,solar_capacity,hydro_capacity,battery_soc,battery_action,battery_revenue,operational_revenue,cash_return,noise_return,step_return,investments,total_investment_cost,price,wind_gen,solar_gen,hydro_gen,num_investments
6852,5547429720.797144,804377309.5155858,1133632377.9042583,164376694.79611742,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5791666666666748,charge,-3318.944829166666,4641.032874794209,431.36679853023577,-655540.0383560613,3.160842925401427e-07,[],0.0,796.546759,410.398,189.026,410.095,0
6853,5547431669.617222,804377592.0944971,1133634326.7243361,164376977.37502873,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.6145833333333415,charge,-3345.4164034722216,4862.86894136263,431.367540090105,1036154.0410908989,3.5130144517019325e-07,[],0.0,802.8999368333333,410.595,173.449,333.766,0
6854,5547433831.854023,804377905.6188333,1133636488.9611373,164377290.8993649,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.6500000000000081,charge,-3371.887977777777,5102.756416193243,431.36836285874216,-362104.7971806454,3.8977258845563347e-07,[],0.0,809.2531146666666,410.792,177.39,412.653,0
6855,5547436191.6430855,804378247.7882473,1133638848.7502003,164377633.06877902,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.6854166666666748,charge,-3398.359552083333,5326.779354267605,431.36926079944425,33808.83167639444,4.253839043468732e-07,[],0.0,815.6062925,410.989,176.6,401.623,0
6856,5547438671.796,804378607.4104198,1133641328.9031146,164377992.6909516,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7208333333333414,charge,-3424.8311263888886,5473.613836196072,431.3702045406812,21366.798584695232,4.4708092682227844e-07,[],0.0,821.9594703333333,411.187,162.769,346.498,0
6857,5547441221.500778,804378977.1176128,1133643878.6078935,164378362.39814454,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7562500000000081,charge,-3451.302700694444,5569.63630490636,431.3711747476098,-579407.6395849405,4.5961838057522683e-07,[],0.0,828.3126481666667,411.384,179.612,353.802,0
6858,5547443821.209694,804379354.0754056,1133646478.3168092,164378739.35593733,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7916666666666747,charge,-3477.7742749999998,5646.111026837358,431.37216398198063,1371251.1762634807,4.6863207953145945e-07,[],0.0,834.665826,411.581,178.08,324.421,0
6859,5547446398.8771515,804379727.8371869,1133649055.9842658,164379113.11771852,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8270833333333414,charge,-3557.7070374999994,5704.0013492788885,431.3731448291937,-25912.77400364722,4.646585960411712e-07,[],0.0,853.849689,403.247,157.771,292.36,0
6860,5547448944.44217,804380096.9441146,1133651601.549285,164379482.2246463,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.862500000000008,charge,-3637.6397999999995,5751.830705558662,431.3741134608719,-364404.70744330186,4.5887149430936597e-07,[],0.0,873.033552,394.912,147.718,362.98,0
6861,5547451440.166756,804380458.8241795,1133654097.2738702,164379844.10471117,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8979166666666747,charge,-3717.5725625,5781.922084623273,431.3750631273999,364316.0571974076,4.498868958557134e-07,[],0.0,892.2174150000001,386.578,132.179,360.324,0
6862,5547457690.982156,804381365.1924125,1133660348.0892704,164380750.4729442,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8979166666666747,idle,0.0,5819.4379583962145,431.3774416711677,-308844.68067968654,1.1267904672160046e-06,[],0.0,911.401278,378.244,145.145,252.09,0
6863,5547463948.971165,804382272.6008189,1133666606.0782793,164381657.8813505,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8979166666666747,idle,0.0,5826.609186007931,431.37982294461807,-205868.3176057446,1.1280823320340729e-06,[],0.0,930.585141,369.909,128.527,328.786,0
6864,5547470221.992073,804383182.1888505,1133672879.099188,164382567.46938226,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8979166666666747,idle,0.0,5841.6386988698405,431.3822099379673,-406035.58000398934,1.1307907479992025e-06,[],0.0,949.769004,361.575,119.552,376.227,0
6865,5547476678.728913,804384118.4156923,1133679335.836028,164383503.69622406,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8979166666666747,idle,0.0,6025.3521730746825,431.3846668384175,-106989.10405225538,1.163906534306645e-06,[],0.0,984.7176898333332,356.496,117.33,406.015,0
6866,5547483260.407075,804385072.7590258,1133685917.5141897,164384458.0395575,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8979166666666747,idle,0.0,6150.290990449877,431.3871712812095,416118.64075417566,1.1864273691961055e-06,[],0.0,1019.6663756666668,351.416,104.722,368.895,0
6867,5547489960.95017,804386044.3377745,1133692618.0572846,164385429.61830625,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8979166666666747,idle,0.0,6269.153373897055,431.3897209541719,-183276.14107443477,1.2078527829831295e-06,[],0.0,1054.6150615,346.337,102.011,256.668,0
